Year,DOY,hour,minute,Global Horizontal [W/m^2]
2017,147,9,48,828.227
2017,147,9,49,828.738
2017,147,9,50,820.975
2017,147,9,51,841.456
2017,147,9,52,847.362
2017,147,9,53,846.894
2017,147,9,54,831.183
2017,147,9,55,791.209
2017,147,9,56,779.55
2017,147,9,57,807.177
2017,147,9,58,821.046
2017,147,9,59,806.545
2017,147,10,0,755.657
2017,147,10,1,828.181
2017,147,10,2,833.338
2017,147,10,3,840.806
2017,147,10,4,823.788
2017,147,10,5,805.147
2017,147,10,6,852.256
2017,147,10,7,857.444
2017,147,10,8,880.13
2017,147,10,9,897.607
2017,147,10,10,906.279
2017,147,10,11,864.47
2017,147,10,12,850.678
2017,147,10,13,865.094
2017,147,10,14,872.754
2017,147,10,15,887.842
2017,147,10,16,831.248
2017,147,10,17,815.412
2017,147,10,18,810.984
2017,147,10,19,851.562
2017,147,10,20,831.549
2017,147,10,21,901.219
2017,147,10,22,939.066
2017,147,10,23,948
2017,147,10,24,949.957
2017,147,10,25,929.289
2017,147,10,26,935.462
2017,147,10,27,932.513
2017,147,10,28,930.18
2017,147,10,29,810.25
2017,147,10,30,846.889
2017,147,10,31,942.383
2017,147,10,32,934.121
2017,147,10,33,939.172
2017,147,10,34,893.113
2017,147,10,35,898.114
2017,147,10,36,835.878
2017,147,10,37,855.4
2017,147,10,38,634.564
2017,147,10,39,604.815
2017,147,10,40,685.925
2017,147,10,41,750.483
2017,147,10,42,775.512
2017,147,10,43,896.732
2017,147,10,44,902.028
2017,147,10,45,921.981
2017,147,10,46,965.281
2017,147,10,47,968.097
2017,147,10,48,963.159
2017,147,10,49,888.191
2017,147,10,50,845.175
2017,147,10,51,789.014
2017,147,10,52,789.247
2017,147,10,53,761.574
2017,147,10,54,771.471
2017,147,10,55,710.257
2017,147,10,56,663.978
2017,147,10,57,558.819
2017,147,10,58,670.548
2017,147,10,59,764.296
2017,147,11,0,904.081
2017,147,11,1,969.321
2017,147,11,2,1025.68
2017,147,11,3,1043.8
2017,147,11,4,1025.4
2017,147,11,5,1020.59
2017,147,11,6,1031.6
2017,147,11,7,1023.64
2017,147,11,8,989.651
2017,147,11,9,996.801
2017,147,11,10,940.553
2017,147,11,11,1022.83
2017,147,11,12,1017.81
2017,147,11,13,1022.05
2017,147,11,14,1038.45
2017,147,11,15,1051.88
2017,147,11,16,1044.93
2017,147,11,17,1050.41
2017,147,11,18,1027.95
2017,147,11,19,1008.65
2017,147,11,20,1010.15
2017,147,11,21,1003.75
2017,147,11,22,1005.57
2017,147,11,23,1021.55
2017,147,11,24,971.825
2017,147,11,25,913.248
2017,147,11,26,870.093
2017,147,11,27,835.125
2017,147,11,28,880.163
2017,147,11,29,830.7
2017,147,11,30,806.185
2017,147,11,31,822.961
2017,147,11,32,870.605
2017,147,11,33,903.395
2017,147,11,34,944.753
2017,147,11,35,985.603
2017,147,11,36,1028.76
2017,147,11,37,1041.49
2017,147,11,38,1051.52
2017,147,11,39,960.212
2017,147,11,40,968.391
2017,147,11,41,1087.93
2017,147,11,42,1081.02
2017,147,11,43,1064.48
2017,147,11,44,1026.77
2017,147,11,45,972.511
2017,147,11,46,1058.51
2017,147,11,47,1075.21
2017,147,11,48,1084.29
2017,147,11,49,1082.41
2017,147,11,50,1082.53
2017,147,11,51,1083.29
2017,147,11,52,1082.9
2017,147,11,53,1080.4
2017,147,11,54,1077.31
2017,147,11,55,1085.25
2017,147,11,56,1085.34
2017,147,11,57,1084.37
2017,147,11,58,1088.29
2017,147,11,59,1087.25
2017,147,12,0,1074.85
2017,147,12,1,1066.92
2017,147,12,2,1073.12
2017,147,12,3,1089.67
2017,147,12,4,1087.59
2017,147,12,5,1087.57
2017,147,12,6,1071.49
2017,147,12,7,1056.48
2017,147,12,8,1069.17
2017,147,12,9,1085.11
2017,147,12,10,1081.96
2017,147,12,11,1068.87
2017,147,12,12,1038.4
2017,147,12,13,1009.52
2017,147,12,14,1049.97
2017,147,12,15,1077.89
2017,147,12,16,1082.44
2017,147,12,17,1032.27
2017,147,12,18,1031.54
2017,147,12,19,969.07
2017,147,12,20,949.048
2017,147,12,21,940.008
2017,147,12,22,907.804
2017,147,12,23,828.216
2017,147,12,24,788.458
2017,147,12,25,780.017
2017,147,12,26,756.854
2017,147,12,27,731.259
2017,147,12,28,824.033
2017,147,12,29,794.62
2017,147,12,30,759.213
2017,147,12,31,829.78
2017,147,12,32,961.959
2017,147,12,33,1065.18
2017,147,12,34,1006.44
2017,147,12,35,1028.26
2017,147,12,36,1141.81
2017,147,12,37,1010.95
2017,147,12,38,902.068
2017,147,12,39,890.303
2017,147,12,40,850.802
2017,147,12,41,736.541
2017,147,12,42,731.191
2017,147,12,43,725.483
2017,147,12,44,744.108
2017,147,12,45,767.602
2017,147,12,46,774.213
2017,147,12,47,784.976
2017,147,12,48,763.173
2017,147,12,49,682.605
2017,147,12,50,746.418
2017,147,12,51,651.431
2017,147,12,52,565.552
2017,147,12,53,539.381
2017,147,12,54,559.089
2017,147,12,55,556.587
2017,147,12,56,581.564
2017,147,12,57,565.092
2017,147,12,58,589.454
2017,147,12,59,628.776
2017,147,13,0,717.672
2017,147,13,1,810.071
2017,147,13,2,844.567
2017,147,13,3,879.15
2017,147,13,4,823.68
2017,147,13,5,838.644
2017,147,13,6,871.889
2017,147,13,7,829.161
2017,147,13,8,738.73
2017,147,13,9,693.927
2017,147,13,10,698.49
2017,147,13,11,764.019
2017,147,13,12,799.551
2017,147,13,13,832.774
2017,147,13,14,740.015
2017,147,13,15,590.47
2017,147,13,16,557.784
2017,147,13,17,540.715
2017,147,13,18,491.709
2017,147,13,19,463.845
2017,147,13,20,458.12
2017,147,13,21,513.691
2017,147,13,22,632.758
2017,147,13,23,607.178
2017,147,13,24,543.178
2017,147,13,25,570.241
2017,147,13,26,643.597
2017,147,13,27,680.743
2017,147,13,28,704.261
2017,147,13,29,627.232
2017,147,13,30,529.27
2017,147,13,31,522.089
2017,147,13,32,557.558
2017,147,13,33,666.389
2017,147,13,34,781.769
2017,147,13,35,865.124
2017,147,13,36,725.032
2017,147,13,37,661.819
2017,147,13,38,675.629
2017,147,13,39,612.891
2017,147,13,40,555.758
2017,147,13,41,545.747
2017,147,13,42,556.673
